Gamma,Max index
0.9004179369841891,0
0.8593382575048962,1
0.8116905779480915,1
0.7611184036543568,2
0.6663263705098853,3
0.7331800457280112,1
0.7332880433632782,1
0.6628008524486233,1
0.6106080403239053,0
0.7298931340956594,0
0.7720107749719092,0
0.6794734340023222,0
0.684074038054936,5
0.6557055375191957,5
0.8895089985505512,0
0.9857422427248833,0
0.7457405599971402,0
0.7642077534517566,5
0.7660641408468049,6
0.6393905654746072,4
0.7475637817004209,0
0.9697812600032579,0
0.9841515264684115,0
0.7764945443196869,3
0.8057331844341465,3
0.5757456008351923,4
0.7659641990468984,1
0.9080107136441873,1
0.6037703425097539,1
0.6491346781285955,8
0.7646172544454596,0
0.9196903301485042,0
0.8858143727895075,0
0.8345548995845129,8
0.8732563527770207,8
0.8787967992589072,8
0.6952656029259261,4
0.828842225174364,4
0.9659363613267139,1
0.9918862283151502,1
0.9555515605560798,1
0.9107429331990058,2
0.913779037395056,0
0.9251528396152929,0
0.8011408685426379,0
0.7113339950181712,2
0.6821121919324917,2
0.526570475374804,4
0.6311213217102066,0
0.9289367488742721,0
0.8434217094557002,0
0.6060584751179913,9
0.6291826767294857,9
0.7865515399338046,2
0.9246756082977633,2
0.8665111750167329,0
0.9591726335817662,0
0.9400627216519232,0
0.6780564025637594,9
0.7575108289779444,9
0.7867871196443774,9
0.8044411030303682,9
0.8159091624405875,9
0.8330219893015054,9
0.8363863875517299,9
0.8382024495307578,4
0.9607309646415755,4
0.9912522269176647,1
0.9960264497174393,1
0.9847469558192399,1
0.9161549058785547,2
0.9317670219716057,2
0.8503396777782714,6
0.8917407206737927,6
0.7929187345281344,1
0.966774544485991,1
0.9512705528558443,1
0.8839882832931608,4
0.8845330779711006,4
0.816869382104299,2
0.8922705779412533,2
0.855184209003171,2
0.6844013071205636,9
0.7804536192156888,9
0.9087819438270089,1
0.9554449428952652,1
0.8865442104366821,1
0.9241707192653887,9
0.9237827418631198,9
0.9502264633028344,9
0.9509085987495359,9
0.9197193899552754,9
0.9136185924098802,9
0.9625186576772208,9
0.9759253905247537,9
0.9787849138336625,9
0.7607145929630984,6
0.9963519278643246,0
0.9988836199443616,0
0.9423452700311308,4
0.9726671932261713,4
0.9645077287712591,4
0.9031452394825766,6
0.9318026267043237,0
0.9852852591461291,0
0.9630620074185579,0
0.9137863353032563,6
0.9340595825381957,6
0.7649019022488637,0
0.9909390805736237,0
0.9893711121499784,0
0.9230989784737462,3
0.9500637217665593,3
0.8925782793911033,4
0.8111995413369077,2
0.908447444806541,0
0.9729960131788359,0
0.9024125207202838,0
0.8046265675693764,7
0.7975154712211998,7
0.9749877507662766,2
0.9767005083847544,2
0.926843083573634,2
0.9900543048281397,0
0.9976646090409392,0
0.9842618419520629,7
0.9869525796383792,7
0.9848198546964028,7
0.9662457467387415,0
0.9993356153050419,0
0.9693022119041953,0
0.8829488936064799,2
0.8707657164471474,2
0.8006887435679231,9
0.8797431341255803,9
0.8509545733332334,9
0.9473567669308147,2
0.9847448448367494,2
0.9527725096759618,0
0.9924541906823805,0
0.9005249498237159,9
0.9114306035282895,9
0.9270072524696821,9
0.9335821053090467,9
0.9376495525684101,9
0.9665632379686928,9
0.8450407205755373,3
0.9401383067290395,3
0.9690162075402988,1
0.992457605902599,1
0.83546007529061,5
0.9305434674842498,5
0.9541762647332284,5
0.9780783011834631,2
0.9767535849421757,2
0.9023244722446391,2
0.8732276465354831,5
0.8886263212338383,5
0.9472788870398021,1
0.9657414561720613,1
0.9137846213568717,5
0.9061634440123072,5
0.9040057271464975,5
0.970481517265239,1
0.9982758758363875,1
0.9961423524242523,0
0.9943295601743553,0
0.8556764848349987,1
0.8943134642155911,7
0.8688760875862765,7
0.8976571361974153,7
0.8935767305233099,7
0.9638990232741317,7
0.9707576107188596,7
0.853897793015255,3
0.9434799238975163,3
0.938439398198723,1
0.9665036622907535,1
0.9559923566488395,1
0.786594397308712,0
0.816142595205079,0
0.7257476926975628,9
0.8187853672898362,9
0.7661567496492782,9
0.9105615489407971,9
0.9222679256224627,9
0.9447151976983973,0
0.9703350778594652,0
0.8041585307195679,9
0.9120900914802705,9
0.9176348260676299,9
0.721952821456757,9
0.9077488723698991,2
0.9783039772244981,2
0.8827798660506246,2
0.9347747697243641,0
0.9789991106541067,0
0.8804494599820897,0
0.9506646037582127,9
0.969348208108292,9
0.9208315457357504,3
0.9140897514740761,0
0.9857491805851786,0
0.9740510786186041,0
0.8750144144711365,1
0.9444594580562309,3
0.9817202901335308,9
0.9828126319712263,1
0.9815810621673652,1
0.9831177591042629,1
0.9746102641296298,9
0.9828291939016834,9
0.9949671229623467,0
0.9988626872785196,0
0.9972396537441787,9
0.9967428843371636,9
0.997104043201049,9
0.9975246067463467,9
0.9984175690123199,9
0.9760064975982284,3
0.9977344882990021,1
0.9983852015395891,1
0.993999195496195,1
0.9609428604944448,3
0.9790147064828383,3
0.9694479580692498,0
0.995326142684569,0
0.9575365950422893,0
0.9148799663881062,4
0.9402054381594886,4
0.8554768293523308,1
0.972405916256521,1
0.845659255253471,1
0.6998508711191123,5
0.7764024888364599,5
0.9069073881373496,0
0.9433838454128076,0
0.857988664572897,0
0.9646773005348468,5
0.9604169711481744,5
0.9250162363044139,0
0.9989108029635891,0
0.9539491571705743,0
0.8834189923874324,2
0.872763429875503,2
