Gamma,Max index
0.9004179369841891,0
0.9912497674054489,0
0.9656907357902912,0
0.9389507704435127,1
0.9480819697482789,1
0.8562449539869675,2
0.7978082874243428,2
0.8197382807389458,3
0.8200953811889168,3
0.8661688751755144,3
0.8881582535975355,3
0.8461549847889249,3
0.8813667056888753,3
0.8831203402989533,3
0.8602584988484077,3
0.9273657480541216,3
0.9408297948955219,4
0.9343039882087185,4
0.7176421590243504,4
0.7623925244956651,0
0.7344239814580207,4
0.8443188217866748,4
0.8431563963425077,4
0.8346908706731732,4
0.7091356165263489,5
0.699857841674853,5
0.6472936299963924,5
0.6615470289466895,5
0.8411508290297711,0
0.7350993773985716,5
0.8017444862441779,5
0.8121476453272508,5
0.8154879742275927,5
0.7889885276450137,7
0.8133216914176472,2
0.8584171067657581,2
0.7933200580859076,0
0.9033926461197417,0
0.9630622355129881,8
0.9798101823811554,8
0.9851117529628749,8
0.982588482910081,8
0.7700631541284004,8
0.9349352248300594,1
0.9131982194075958,8
0.9815535385038778,8
0.9877754900673638,8
0.9891936134585343,8
0.8146949893326129,0
0.9687001130641258,0
0.862259784199716,8
0.9172053677167079,8
0.9314614347108898,8
0.9518286358396022,8
0.9719431507822276,8
0.9692550154398137,8
0.9133418173412051,8
0.859768133748865,8
0.8954678042098654,8
0.9930730761285242,8
0.991546803598411,8
0.9662999193560569,8
0.8768941503203767,0
0.8733765267365412,8
0.9965003132063559,8
0.9986864047766952,8
0.9992894291799546,8
0.9512984198742912,9
0.9559831850294864,9
0.9904103269753992,9
0.9978948264101772,9
0.9985968848931508,9
0.9771912742663754,9
0.98680577651382,1
0.9937982956387776,1
0.8993109236009619,9
0.9375458148481945,9
0.9417312697332179,9
0.9851681199984965,9
0.9946414077542088,9
0.9969913023074539,9
0.9964551363815503,9
0.9499070412319987,9
0.9961506705442776,0
0.9212134752192622,2
0.9847517036380783,9
0.9859076190463029,9
0.9867667059459817,9
0.9949396101820009,9
0.997925842515215,9
0.9984503491690888,9
0.8862602132971484,9
0.924372191048527,1
0.9305087753815156,9
0.9456501382176337,9
0.9512179064368539,9
0.9294466425409877,9
0.9288989553689275,9
0.9622496312323591,9
0.9876782682080668,9
0.9898851166232998,9
0.9916643329554812,9
0.9787870490964495,9
0.9958072085295381,3
0.9987786806146871,0
0.9938764069595414,0
0.9780362221285784,3
0.9816061835545689,3
0.9809027945628109,3
0.9842291416268878,9
0.9856270112481861,9
0.9889009950756826,9
0.9405312020097591,9
0.9883240820216108,0
0.8989027955276108,0
0.8771125381928072,5
0.909644104023446,5
0.9308854579985186,5
0.8594984340766839,5
0.9095422858269593,5
0.9445946285824323,5
0.9641354732390678,5
0.976395772720407,5
0.9795266406396316,5
0.9716115963969115,5
0.9801750965508004,5
0.9838343570289279,5
0.9763562073086192,5
0.905593526150991,0
0.9963809392013825,0
0.9449059304336292,1
0.971480184110099,9
0.9583414032762853,9
0.9591267636208213,9
0.9808045532167597,9
0.9832171218672179,9
0.9851876393492275,9
0.9817519076520055,9
0.8188982574043153,5
0.9599215049239642,1
0.8119095570559219,1
0.8049033397617839,9
0.783247597226549,9
0.8339315646128262,9
0.85462578071101,9
0.9148832754055088,9
0.9373918327217227,9
0.9472473037091713,9
0.9417412148205716,9
0.9529826233461198,9
0.9861857795150035,0
0.97638734018326,9
0.9871281060537229,9
0.9879462969761696,9
0.9950706040703198,9
0.9891495953831907,9
0.9269022380212635,4
0.856375350429178,2
0.9294805205639614,2
0.8583691877342301,1
0.8797022302758581,0
0.9152390019763439,0
0.9072055351783949,9
0.9537993362572471,9
0.9623687750574236,9
0.9678251838580971,9
0.9589745424898748,9
0.977807366113591,9
0.9867470362051443,9
0.9820153128907676,9
0.9883642201326761,9
0.9899968282019809,9
0.9902460440401017,9
0.9926122347520608,9
0.9977401011550898,0
0.9916632389917911,0
0.9855174991816763,9
0.995397591488298,9
0.9959749605481466,9
0.9970713821569802,9
0.9973739709336783,9
0.996590232522156,9
0.850432870004067,0
0.9982071628608903,0
0.992282242185727,0
0.962087393700874,1
0.9650741771230604,1
0.9087182379991908,4
0.9168234695712157,4
0.9573573905375652,4
0.9746773169669082,4
0.8983745550455867,9
0.9570938081565985,1
0.8037802758896695,9
0.8904254814839064,9
0.9525298516706685,9
0.991198316629533,9
0.994374983755755,9
0.9963473412182091,9
0.9902296899608406,9
0.942866030855319,9
0.9449836598125455,9
0.9538014642591478,9
0.9728972681630849,9
0.9757681563395456,9
0.9759953878829247,9
0.989585570759386,9
0.9917967138942868,9
0.9899804057240826,9
0.9906983480427565,9
0.9914085426092084,9
0.9928135773248805,9
0.9937287772391341,9
0.9947147894706273,9
0.9986108821683393,9
0.9986410362916217,9
0.9986675055874231,9
0.9997826131564904,9
0.9997708078974205,9
0.9887501994824415,0
0.9987530808406468,0
0.9321090782335478,5
0.989003582023691,5
0.9905723525150322,5
0.9920991067708738,5
0.982145398576572,5
0.9842857442011083,5
0.9947379182366544,5
0.9972379367709147,5
0.9979278930518726,5
0.9975088270443802,5
0.9968392692551842,5
0.9967483020441819,5
0.9972939403976468,5
0.9804034226346644,1
0.9995606253302121,1
0.9769092331706418,3
0.9857948660566409,3
0.9885666369286261,3
0.9479956136383579,8
0.9399087884344289,8
0.946381104152506,8
0.9662979810449116,8
0.9823919192973322,8
0.9923451040125311,8
0.9940897691074152,8
0.9717585589490688,8
0.9449954328919327,2
0.9888701496296844,2
0.958538068256801,1
0.9863400678235937,1
0.9729976808679462,0
0.9890461247990335,0
