Gamma,Max index
0.9004179369841891,0
0.9912497674054489,0
0.9656907357902912,0
0.9389507704435127,1
0.9480819697482789,1
0.8562449539869675,2
0.7978082874243428,2
0.7980855692545398,3
0.7956436152615448,3
0.9009587524880549,3
0.8967113368783086,3
0.8897959824713279,3
0.8589750542355277,3
0.8721079630408269,3
0.9141198830979442,3
0.9275580132709221,4
0.9106164249907674,4
0.7987353559252529,4
0.8135520205078326,4
0.8235768421413917,4
0.830396433781073,4
0.8091164107354153,4
0.8018040247808893,4
0.8245151153556854,4
0.8037266331292439,4
0.8247362877174825,4
0.8432844348526983,4
0.8463914633802422,4
0.5953034518830748,5
0.899903243927789,0
0.8417412047493651,0
0.6594260651826261,3
0.6716179059152511,3
0.6629217201329123,3
0.6544692725098694,7
0.7775790131258704,7
0.8089951240250259,7
0.807984642448422,8
0.9201963306323673,0
0.8279743055090982,0
0.9254589979546238,8
0.9448000158363592,8
0.9556948976656969,8
0.9581488316265565,8
0.9671438764636927,8
0.8014609527231354,9
0.8440425399363176,9
0.8699701359640338,9
0.8861159036845526,9
0.8957807647672779,9
0.8620103759691639,9
0.8629865080412303,0
0.8138810206486982,9
0.9285213615029393,9
0.9300300462889431,9
0.9309425716792098,9
0.8940375117712375,9
0.8415288863389447,2
0.9496234019635447,2
0.8945032730929693,9
0.8874053775456158,9
0.8914278218115825,9
0.9517227541188368,9
0.9566020509816221,9
0.9577402140684755,9
0.963089522453201,9
0.714240565828348,9
0.9625089324381944,0
0.9374882142844866,0
0.8068230351039362,2
0.8491337210350434,2
0.7198823655289558,9
0.654183378309687,9
0.7460227386314588,9
0.7438242013908192,9
0.8377218080201071,9
0.8451681265667694,9
0.8480424308742769,9
0.962316714240474,9
0.9029072288496159,9
0.9129039954692556,1
0.9164741510446923,0
0.9549726312537234,9
0.9583005832623651,9
0.9724954317567266,9
0.9855950102318972,9
0.9866435244234842,9
0.9821151361918603,9
0.9823770674743387,1
0.95867679223265,9
0.9798825582636993,9
0.9940551792359272,9
0.9943702996482665,9
0.9949962047217672,9
0.9972305935288168,9
0.9969842279176417,9
0.9858207908302177,9
0.991956602007836,0
0.8727605065182351,0
0.9064437179454712,9
0.9396265919970225,9
0.9590303962179754,9
0.9590870463291346,9
0.9421583460315913,9
0.9807458398096848,9
0.9834517611578714,9
0.9884361446157339,9
0.9956810474369553,9
0.9969723020301132,9
0.9902946199655318,9
0.94437533007959,3
0.9946714333144343,1
0.9878953788781608,1
0.9692318076363392,3
0.9715221548877205,3
0.9756636414754973,3
0.9769483860233145,0
0.9912364417949443,0
0.9662024934998416,0
0.9372744745703784,3
0.9454066713079137,3
0.7688224669538151,5
0.8570887179066835,0
0.8999086732349024,0
0.9301719475888696,8
0.9426052694182825,8
0.9474904956541941,8
0.9524259989791133,8
0.96811879648684,8
0.9288467889902966,8
0.8626156923461422,8
0.8611203028333229,8
0.9747557601492206,8
0.9802296802437145,8
0.9763407618120287,8
0.9006202196705233,8
0.9095098157560508,8
0.960835824512438,8
0.9979083487747104,8
0.9984458701764161,8
0.9985561600019875,8
0.9903559270486973,8
0.9756791904194801,8
0.9862822043334373,0
0.9781477096535824,0
0.9632853964004526,8
0.9787851088316778,8
0.9939488547721793,8
0.9967447923852435,8
0.9966490228125493,8
0.8544159165124704,8
0.9410161722195983,8
0.946752461634574,8
0.9307481275618383,8
0.9367795614134918,8
0.97162297372482,8
0.9847562671527228,8
0.9893231248035599,8
0.98445059558434,8
0.9792436628327382,8
0.9961581615994841,0
0.9899695930750222,8
0.9897982085889675,8
0.9966050444636737,8
0.9967096120201002,8
0.9076076116300078,9
0.8621062592028332,4
0.9402698679330521,1
0.9866221134086848,0
0.9719637007726406,0
0.9167980438897384,0
0.7890209839020274,1
0.7679251920805779,2
0.6448691793719151,5
0.7329243727550468,5
0.7554062315528962,5
0.7664316858209733,5
0.8208195685221021,5
0.8663202942156328,0
