0,1,2,3,4,5,6,7,8,9
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
-990.0,-454.15888336127773,-205.44346900318848,-90.0,-36.41588833612781,-11.544346900318832,0.0,5.358411166387222,7.845565309968116,9.0
145.67317704553057,-212.3386399477899,-154.66918043458722,-79.67569839049517,-34.47689753264821,-11.259034350011511,0.0,5.32987991135649,7.82617540193332,8.989675698390496
-3.6993311152085937,-111.27689806526291,-120.5005006313283,-71.50579426028798,-32.835983132795434,-11.010305845393788,0.0,5.304512557209415,7.808886238013175,8.980457732297806
0.873860088849983,-47.425879199048225,-88.40690778023317,-62.6660970510823,-30.951844542525613,-10.717062023901953,0.0,5.274075104579508,7.7880883812216855,8.969355900904308
-1.2503442603696735,6.08430507012185,-42.107661303821075,-47.433041141673186,-27.459576327549662,-10.155802832051137,0.0,5.21456819918066,7.74730167884786,8.947552931461598
2.362224762524477,-2.0752071486182633,-15.896817456803287,-33.72840470503213,-23.777039932944103,-9.523632452767124,0.0,5.14463690473323,7.699076888334122,8.92170112922167
-8.459907397568394,2.3376486593678996,-0.20637696664641325,-18.276308060474427,-18.720935108195718,-8.583633055678254,0.0,5.035237990701211,7.623085635321495,8.880827868452824
18.376621800135336,-1.1043178748622378,-0.06533274575277118,-12.478695251708634,-15.964454493639744,-7.997001777755994,0.0,4.961098874087494,7.570987177256571,8.85265609479251
-1.1136985370565142,-0.5606745396048936,-0.050404198615128445,-11.155199723035324,-15.178542259124017,-7.814270106794531,0.0,4.936675939352449,7.553687454483268,8.843266931484962
0.006905896699499703,-0.29881874487474896,-0.039477606412809806,-10.03276255955426,-14.469648067333376,-7.644872824104502,0.0,4.913619832643283,7.537312615738359,8.834368828629856
-0.008065251424110926,0.001864711215227688,-0.021039378637105487,-7.857781077728981,-13.013653801941791,-7.287814939254138,0.0,4.86417701091499,7.502109192974466,8.81521698636126
0.0844693893216456,-0.008065641678286455,0.03096652842431522,1.1576470949470954,-6.083348796427862,-5.486386137819599,0.0,4.605139612199036,7.316669308943681,8.71407780370785
-0.9893468308431065,0.03952660383075713,-0.05384530645583242,-0.3140105525910839,-2.4937989380928665,-3.9837621793518485,0.0,4.333408057824108,7.116278699831837,8.60330018160657
8.121839733815623,-0.1294328667934768,0.052988218713496224,-0.024828979583886968,-1.4278056384216748,-3.193350934491518,0.0,4.148173238616336,6.975085866206857,8.524069854503203
-0.18126310485852493,-0.06801464497179138,0.041317471696739744,-0.022290668343811538,-1.3600536944283774,-3.1230168266520315,0.0,4.128489410973808,6.9597231186865445,8.51535554457767
3.167745265580946e-05,-0.03643952622113242,0.03241433662823083,-0.02006121195878704,-1.2969145617803144,-3.05572171035598,0.0,4.109323311751147,6.944726229375435,8.50683870089367
-8.943854582452748e-06,-0.014750351202636344,0.02345916082260906,-0.01748867980664652,-1.219720893718361,-2.9713006548115013,0.0,4.084864203261293,6.925539890620686,8.49593002991403
0.00018763341334780334,0.13572923662621336,-0.0876255711027861,0.020949745867698634,0.024609460396668226,-1.5643187972534034,0.0,3.668136036454174,6.597599028624129,8.30919771015072
