Iteration,Function,Gradient,Alpha
1,17985.099115002824,1562.2098031168075,0.001
2,15665.980597770926,1358.1332430454108,0.0010207455074443287
3,7501.060185873117,977.1214318091877,0.007391421721166781
4,5510.105854339981,1582.9727923661117,0.00921346056262184
5,8812.506622900699,2591.927122703289,0.0059543838555027396
6,1654.4075698266688,597.4223142108086,0.00243765793668462
7,1355.9937014931022,527.9697509736857,0.002165261739566361
8,1177.0232030048721,430.6219272363941,0.0017636469650406247
9,1033.350882179248,283.13721294337074,0.0013866068771200058
10,931.5569858025702,247.90390328629175,0.0015712714660195384
11,744.108569858703,307.42593166507385,0.004094441707078374
12,1766.1939772442058,1637.5249918885952,0.008026377653877943
13,1070.013200798974,1165.7363066197659,0.0017096538961551796
14,381.0216094633546,135.4004527996871,0.0010078819887464883
15,362.7557830724631,130.98326500131392,0.0010140499306192955
16,79.8939581354319,50.481438607241955,0.028999822930917976
17,40.08757455716491,119.68113815023504,0.0336052257604053
18,6356.482227070187,3557.207166178591,0.0313960425587048
19,39.89951778931529,161.48217956932896,0.0010433570286278232
20,25.945378467337814,38.31635065340743,0.0010002345030861914
21,24.530141375274088,30.498687417603893,0.0010755159454258257
22,21.94829662674628,12.710910463106757,0.005184746258032786
23,21.136944157934437,11.876074814002418,0.005579232553969489
24,19.554990554157918,39.776276002240145,0.027918883927987272
25,170.89242373394742,379.79164964402594,0.023333575364267892
26,17.29548529946081,48.03740010789733,0.0022878892602821933
27,16.72197327060059,47.09555216569113,0.0021399443464764183
28,15.602343624828928,13.145134117353638,0.0012105672027781077
29,15.474869884254005,8.663609285930836,0.0010382045943388171
30,15.34231407531205,8.458039759350838,0.0017935419897506925
31,15.27889516956126,8.39636872723743,0.0008901348847192981
32,15.217577934442204,8.351960698659289,0.0008721801016211285
33,15.0236685740385,8.243214923067894,0.0028005815704718676
34,14.950092439043829,8.212416699770683,0.001084840778675942
35,4.852834366872595,16.538502219214394,0.2867561636960951
36,2220.9350244880643,977.6611374927367,0.30001317289139406
37,87.56269555980354,279.80262930678145,0.00535631447298875
38,364.0852459257347,845.7242788603936,0.004591391973307168
39,37.941159681126244,251.92793069937682,0.0012975335831970517
40,6.126080783809603,12.483773655797393,0.0010002965242865334
41,5.972229281181088,12.136917348358596,0.00100256510590418
42,2.857197933439805,17.361217016115006,0.032731782781719704
43,112.60005423325318,318.869221838607,0.046239774955045436
44,6.555522554640957,68.51680487222986,0.002605325724262803
45,1.31135551275062,9.852695668143246,0.0021722424723489573
46,1.1407412698104908,5.916085646461241,0.0022359659704702514
47,1.032027260586892,4.2317413317143195,0.005224988932669246
