,paper,paper,paper,quadratic,quadratic,quadratic,rosembrock,rosembrock,rosembrock,wood,wood,wood
,Function,Gradient,Iterations,Function,Gradient,Iterations,Function,Gradient,Iterations,Function,Gradient,Iterations
bisection,7.0410924149086165e-15,7.0252824130554296e-09,612.3854119982634,2.2179484852504724e-14,3.557812488482972e-08,43.81065780576385,14.244452736423327,1.3577430563482402,0.0,8.452842052379984e-10,1.8831397398222083e-05,465.59788205894773
barzilai,1.1277307105619302e-14,1.0014265752559933e-08,209.34043705375845,2.803727855994944e-15,2.8178333925087805e-09,96.11113674315067,393.5856727916693,396.05846353249353,1867.607210531241,10.092718148201744,1.737395772931841e-07,633.528761793971
ANGM,1.406815603537381e-13,2.7244464034729925e-07,32.55306623364566,1.8344403934433762e-14,6.818991481345643e-08,1.19865244202299,1.591471106857059e-13,2.349989494404898e-07,17.31742860049763,12.223426788610466,3.01479548307895e-07,190.55864284685796
ANRG1,1.179312390101829e-13,2.157915965657003e-07,28.338322198932403,3.3887186937150634e-14,1.4017517826078194e-07,1.8560303027829275,2.570863053946169e-13,2.851928711480483e-07,20.596192155666333,11.860349767893641,2.7569585295679185e-07,204.76215593964255
ANRG2,9.67113959613019e-14,2.3475217918672627e-07,25.043015518555794,3.4815140582522086e-15,3.592755026498512e-08,2.886751345948129,1.777976674973099e-13,2.3103535208511457e-07,14.927010972249485,14.404998388238996,2.858106465953423e-07,119.76351234365535
